date,mid,spread_pct,gap,log_depth,z_gap,z_spread,z_liq,emp,emp_rolling,emp_dfm,emp_dfm_lo,emp_dfm_hi,prob_depr_14d,prob_depr_30d,alarm_mass_14d,alarm_mass_30d
2025-11-28,10.391868267628505,0.2041076182937947,3.431868267628503,13.38944963471405,1.690338824701605,0.5749067229575457,-1.1280702349315597,1.1429775498815224,,1.8799911724409333,1.774204064361167,1.9857782805207,0.1161744438901686,0.0209195601643108,-0.0715874364077911,-0.0485180559848858
2025-11-29,10.29292732484324,0.1572585046724448,3.332927324843241,13.592462690682542,1.470668751185623,0.5234086819869561,-0.7042813313818141,1.0976898693306858,,1.6089514424222913,1.5034600205639006,1.714442864280682,0.1468764345948063,0.0315448026570348,-0.0539374950094917,-0.0449152427792471
2025-11-30,10.144852994181718,0.1688362103137404,3.1848529941817185,13.35428212606982,1.1419120384782966,0.0635424405753236,-0.3251120002367524,0.6853439106625308,,1.1943533872466316,1.0888619780927964,1.299844796400467,0.1346945395368645,0.0243093030954172,-0.0962645836560809,-0.097350446419491
2025-12-01,10.09419498885794,0.182975616943612,3.1341949888579395,13.27986521346483,1.0294404221748268,0.5564517114174979,-1.2750178444858395,0.6535288362260187,,1.0559137686018212,0.9504223594485328,1.1614051777551098,0.2525940569003467,0.1136152977860672,0.0103827673194028,-0.0227570408150869
2025-12-02,9.806072839076055,0.1897418625698267,2.8460728390760552,13.642496507347598,0.389747570636758,1.0785185061925908,-0.7865020593128751,0.7510612694269485,,0.265813361904359,0.1603219527510704,0.3713047710576475,0.6340158151282499,0.7133177069176305,0.3039967164302795,0.4633379515245452
2025-12-03,10.464839182148332,0.2352500751072713,3.504839182148332,13.39215731855819,1.8523498760000447,2.3356047709382817,0.486428233211262,2.97222919786312,,2.0921849211738888,1.9866935120206,2.197676330327177,0.5168028446542616,0.4463773814706513,0.1071568062167618,0.09136827100951
2025-12-04,10.31553157309298,0.2420175852805885,3.355531573092981,13.48332951949786,1.52085502124746,1.6849661737107466,-0.0796811108991355,2.128935736600077,,1.6850633383752938,1.5795719292220052,1.7905547475285823,0.423933937480876,0.3069760466796587,-0.0325623091527289,-0.1032275491424763
2025-12-05,9.661204695104356,0.2195010790712784,2.701204695104356,13.569670278146504,0.0681092787371655,0.4892201386131122,-0.3211101917325514,0.2811135426136939,,-0.1352651370820761,-0.2407565462353646,-0.0297737279287875,0.5678365678356575,0.5736904334098596,0.0652056979916779,0.0938678707167736
2025-12-06,9.63907300582474,0.1462083553128625,2.67907300582474,13.342456062872046,0.0189721907508726,0.1629577082969029,-0.805269745840469,-0.1285114358832059,,-0.2120266291240315,-0.3175180382773201,-0.106535219970743,0.476741182072304,0.4259189858698294,-0.0356697761366804,-0.0589621536607235
2025-12-07,9.486744456971264,0.1230258140682026,2.5267444569712643,13.25879289303544,-0.3192297970536153,-0.2327272962702405,0.0697025769045627,-0.3466848366239365,,-0.6359525085134872,-0.7414439176667756,-0.5304610993601987,0.4797261422494485,0.3892506345638031,-0.0272974812852286,-0.0777291346626945
2025-12-08,9.621585014228684,0.1200005387576107,2.661585014228684,13.198710012928386,-0.0198548942900505,-0.2142629158627425,-0.4753303557565263,-0.3104418669493703,,-0.2670443443655254,-0.3725357535188139,-0.1615529352122369,0.3740255492335766,0.239482837746196,-0.1212175665607587,-0.2017396979265818
2025-12-09,9.299365846808634,0.1152699999284137,2.339365846808634,13.5194066885424,-0.7352504242178716,-0.4509816492055488,-0.6253981233422035,-0.9870729853234228,-2.038482557328812,-1.156195909840299,-1.2616873189935875,-1.0507045006870104,0.5563390050224317,0.5632214196912961,0.0354181712119447,0.0829771995109922
2025-12-10,9.336806669448006,0.1166109895694144,2.3768066694480057,13.38743121481814,-0.6521237829088222,-0.4015955342156895,-0.0598807543200203,-0.720884185071359,-1.4275918065097544,-1.057661593276028,-1.1631530024293166,-0.9521701841227396,0.546306698813391,0.517593643466809,-0.0032231053356036,-0.008012245463794
2025-12-11,9.129897837425036,0.1202997937722491,2.169897837425036,13.53475250562206,-1.1115056834860024,-0.4552385221554384,-0.4423620119890767,-1.177487032070848,-1.803873876645409,-1.628812795875804,-1.7343042050290924,-1.5233213867225153,0.685769184229319,0.777948486973325,0.094529863368445,0.1858056241444536
2025-12-12,9.211838671397722,0.1119372287405,2.2518386713977216,13.199843406072963,-0.9295794907893428,-0.4540867771243099,-0.0279278613381784,-0.9277906833546202,-1.3005740832029868,-1.4060528533823258,-1.5115442625356144,-1.3005614442290372,0.6288060612658969,0.6683950219805981,0.0056306703579387,0.0305226218673658
2025-12-13,9.241626585099862,0.099477185414872,2.281626585099862,12.984099952307218,-0.8634439455981197,-0.3840808060238502,0.2798968912154042,-0.7395169742096689,-0.9591594449606092,-1.3213956229352657,-1.4268870320885545,-1.215904213781977,0.6295344778674766,0.6566873445230578,-0.0079628876896146,-0.0001782996138773
2025-12-14,9.221712743893978,0.1086076515908708,2.2617127438939777,12.764617922221236,-0.9076569360804968,-0.4762368010091456,-0.0492132761720906,-0.9355033169285718,-1.145800445700189,-1.3770406605733514,-1.48253206972664,-1.2715492514200628,0.614299712607621,0.6432549331187286,-0.0333954827070762,-0.0255003581707444
2025-12-15,9.371130680366328,0.1007149038553636,2.411130680366328,13.372155366568125,-0.575917130844109,-0.2279874977728109,-0.2988026379425723,-0.6265559423420188,-0.7924161083974874,-0.9628864578279748,-1.0683778669812634,-0.8573950486746863,0.5723176964144834,0.5783726354554055,-0.0775070431422959,-0.0972754633481506
