date,mid,spread_pct,gap,log_depth,z_gap,z_spread,z_liq,emp,emp_rolling,prob_depr_14d,prob_depr_30d,alarm_mass_14d,alarm_mass_30d
2026-01-16,9.691887418979734,0.1014373837064913,2.731887418979734,13.813167648468731,-0.1139223253185288,-0.5305518340376039,-2.0196864342682863,-1.027087644825249,-0.7390420722153244,0.276724817450402,0.246970928213582,0.0237293923994757,0.1178596787233119
2026-01-17,10.518595942154048,0.1416969060239903,3.5585959421540485,13.806651607731103,1.6604583011728038,1.3878230828686104,0.6020301758190879,2.2305143626150734,2.3409942970209205,0.2083779430089081,0.0730569119319883,-0.0505877933410467,-0.0692787525554626
2026-01-18,10.115854494544529,0.2064427376057023,3.1558544945445286,13.236053006109804,0.7960464775478445,0.6351990658692026,-0.1882457670197709,0.9109021785455448,0.9390620022039496,0.2890610297997077,0.1720865321101942,0.028986565422625,0.0321180328865386
2026-01-19,10.178148304305685,0.1586690160330416,3.218148304305683,13.479469944958346,0.9297488963472972,0.2386290466663896,-0.0203995797354385,0.7698127417711157,0.783423333249166,0.1962795905620875,0.0577624699327843,-0.0609386390011697,-0.0765776714460239
2026-01-20,9.695115553916512,0.1185279878317189,2.735115553916512,13.338672877112558,-0.1069937163457732,-1.0555156891148538,-1.2370498960133232,-1.1637884192744945,-1.2319012323044254,0.2169245171546038,0.0844797523759748,-0.036985725612688,-0.0380363365480282
2026-01-21,9.61698458391236,0.0931326272254732,2.656984583912359,13.746014796285747,-0.274687741045109,-1.1982929281019603,-1.8775169563844232,-1.5578790342918003,-1.638086202345044,0.2160024034754072,0.1103890334150154,-0.0373406421049174,-0.0085148693155067
2026-01-22,9.586059360844317,0.0794758958996587,2.626059360844315,13.702066110523443,-0.3410631504471599,-1.2525728655508703,-1.0707895822203934,-1.4068615651690315,-1.620931519368612,0.2520481446882078,0.1010525956305998,-0.0070954636245261,-0.0180563624924896
2026-01-23,9.640237404679164,0.083209117405718,2.680237404679164,13.454254736080712,-0.2247797583361967,-0.7332111135804825,-0.6237236102423519,-0.8391022500309183,-1.0326423824652216,0.3287884412358742,0.1792044710670691,0.0578894627672331,0.0587001552873868
2026-01-24,9.61632396583263,0.0804413883855775,2.6563239658326294,13.416193817818971,-0.2761056385135917,-1.0979988127148526,-1.0212653694928124,-1.2420694877363525,-1.3223337839586322,0.2619115838864113,0.1136915807274039,-0.0187805912443408,-0.0069892266962328
2026-01-25,9.638152410085004,0.0900607002871607,2.678152410085004,13.272753165948204,-0.2292548228970545,-0.5942583119180668,-0.5880762642879959,-0.7346992881903556,-0.819231929976435,0.3593416705810374,0.2262868394176269,0.063230951482343,0.1004275371923048
2026-01-26,9.441187958518434,0.0668434985237773,2.4811879585184338,13.582600009723752,-0.6520034666696813,-1.111407600943716,-1.9010564621947683,-1.751113901928938,-1.72541865171505,0.3378570470557775,0.2950929678620306,0.0309242574745031,0.1597871539743631
2026-01-27,9.294667788916028,0.061344618019196,2.334667788916028,13.870530603240743,-0.966482564253528,-1.3545796155234442,-1.084769665123886,-1.8918026631262783,-1.9498853402599536,0.430976944635363,0.3352983756356464,0.0922556553506429,0.1477274811113058
2026-01-28,9.103055486067234,0.0866049737052332,2.143055486067234,13.615076886542516,-1.377743786850844,-0.9112307515449258,-1.4597342569328893,-1.9595096381863704,-2.004531462422755,0.653410702676911,0.8077167048393643,0.2637451273837728,0.5369847219236883
2026-01-29,9.01864625671826,0.0826722965468849,2.0586462567182595,13.66765569848246,-1.5589129620261477,-0.9713098316333368,-1.04763326970249,-2.001422844525501,-2.006186023132605,0.7152320221108691,0.8481713449969646,0.2665189103077319,0.4811481033111164
2026-01-30,9.2560311808555,0.0750112936726973,2.2960311808555014,13.525962262884214,-1.0494090696592089,-0.7945258943670815,-0.493076886359794,-1.3844375019684796,-1.2531491344899988,0.609890134445492,0.6406337806201501,0.1207981185379875,0.2110885866063476
2026-01-31,9.20623081202443,0.0946457936407764,2.2462308120244296,13.471141858459426,-1.1562965725322674,-1.007462665133399,-0.8439303967585771,-1.704273424139474,-1.464314544625864,0.5859024774517386,0.6230845338904825,0.0613749361829046,0.1373762747537794
2026-02-01,9.091443575366426,0.080400703798341,2.1314435753664265,13.576221080893673,-1.4026666572537607,-0.8847777538756288,-0.5062878031126402,-1.6826763461861118,-1.44073570429209,0.7056952285351662,0.795703569959889,0.1468072953654701,0.25399656809455
2026-02-02,9.188664459564697,0.0782358778384022,2.228664459564695,13.454976148440188,-1.1939995774111702,-1.1923897275226514,-0.4894151178078496,-1.7560161231038285,-1.4175821212090047,0.5759568860590077,0.5372444404547181,0.0056333330329055,-0.0198573916301401
2026-02-03,9.183536703619747,0.0650067802407317,2.2235367036197475,13.45206110932064,-1.205005380001852,-1.3678464605196723,-0.8149565797448123,-1.979574749800776,-1.5483306438519506,0.5264398187921427,0.4710370766741469,-0.0473661316485249,-0.0834517322379568
2026-02-04,9.32102275677634,0.065309189931821,2.3610227567763404,13.26326710104781,-0.9099163827369988,-0.7588226416161368,0.1315314599172746,-1.0881836452501623,-0.7302477139648742,0.5976733049420285,0.5351225582342384,0.0220924332330482,-0.0118838220712288
2026-02-05,9.257150334690104,0.0804892982531146,2.2971503346901025,13.504287532679394,-1.0470070079572746,-1.0817923188775722,-0.8918572183968176,-1.6984171551661331,-1.2059551847049983,0.5286941810463797,0.5150223463684225,-0.0451410700391108,-0.0274795358422798
2026-02-06,9.288909038835165,0.0747361575541045,2.3289090388351648,13.617356843574044,-0.9788426818643328,-0.8811312190916338,-0.7498358760744092,-1.4726831852024511,-0.9738063063909954,0.5547942128329567,0.5645051581048356,-0.0168897782854755,0.0253811915189854
2026-02-07,9.11510346617514,0.0928272194482024,2.155103466175139,13.405567535533844,-1.3518849721748618,-0.6371214476899241,-0.6236094434071987,-1.5102144811710765,-1.067743324210629,0.7304339755701159,0.8529278678280504,0.151954420636766,0.3037176382164539
2026-02-08,9.198280580730298,0.0934359188051111,2.238280580730298,13.48372760989358,-1.1733603090113187,-1.0823966685741495,-0.9281033771637884,-1.7920444961019435,-1.2473543792132784,0.5719365950342454,0.601509509700751,-0.0122800039677365,0.0421554655510458
2026-02-09,9.17508049013276,0.0706661992206811,2.2150804901327605,13.834786491030268,-1.2231551159295415,-1.14441978340268,-0.5767176334802117,-1.766755382282735,-1.2360073662312323,0.5923888158765408,0.5857394245367603,0.0081493031668483,0.0213618704878382
2026-02-10,9.198588391427617,0.0690380479134273,2.238588391427617,13.824547815143038,-1.1726996489084671,-0.9650121400186464,-0.8246278975152719,-1.67980324787181,-1.114109118795359,0.6015006237925734,0.65278896289937,0.0152495194858532,0.0809397954114039
2026-02-11,9.235818520440636,0.0724889687847845,2.2758185204406347,13.67961438810519,-1.0927918969128545,-0.7960837874645019,-0.5669659763389356,-1.4352288425895847,-0.8747481830987627,0.621051895737796,0.6701466125943527,0.0321637294300674,0.0920370397784724
2026-02-12,9.234069863694714,0.0698530297106931,2.274069863694714,13.481871540876543,-1.096545072990478,-1.219700891573539,-0.7291353699265509,-1.780321529453443,-1.141875346829801,0.5239840886037266,0.469105423884062,-0.0664353032566963,-0.1079345255818825
2026-02-13,9.258740878965463,0.0707051402873986,2.2987408789654653,13.590955004033606,-1.0435931917588597,-0.5778418552129869,-0.3280558017640356,-1.1817238037093634,-0.6043601017744391,0.6593541843192495,0.7263654058366268,0.065223867901263,0.1429096111925309
2026-02-14,9.33541330998469,0.0895684324132644,2.375413309984689,13.375449706720424,-0.8790296577285968,-0.2548042156666881,0.534859044718136,-0.5996788212164204,-0.0914911463560525,0.7049974958785675,0.734060846871976,0.1019586717463479,0.1377540741609938
2026-02-15,9.061143967164162,0.146074962462454,2.1011439671641616,12.93998715573487,-1.4676992972680944,-0.915005941843363,-0.915297942588725,-1.8642214372697967,-1.1872864632357398,0.7035019964433954,0.8263511961845418,0.088577874703403,0.2144464792580451
2026-02-16,9.095246036885989,0.0790269305265789,2.135246036885989,13.535279593141247,-1.3945053599353494,-0.4809140293028621,-0.4192843134281277,-1.370149503967568,-0.740742005965493,0.7746136665733877,0.8961312835712826,0.1504826506318102,0.2695904099769515
2026-02-17,9.269882674988626,0.0994923950187522,2.309882674988626,13.236151281612566,-1.0196793376571691,-0.4761546498089951,0.4320091658772511,-0.8760590307204008,-0.2905854384541569,0.7026336569411995,0.7237463670329745,0.067598611406573,0.0817194107908676
2026-02-18,9.169336428109126,0.0935869805995978,2.2093364281091263,13.31968535982942,-1.2354837082766563,-0.9687333970688636,-0.0798955365972842,-1.5089762082130276,-0.8204681053616776,0.6548934763674737,0.6548032348993537,0.0095430051451459,-0.0032778062882496
2026-02-19,9.2746855825108,0.0789857418055013,2.3146855825108004,13.631687750637312,-1.009370763571767,-0.5114367675746975,-1.1104291036352558,-1.3383157421175342,-0.5389054360524801,0.6273110795978055,0.7654821223213576,-0.0234885397611738,0.0924944637010916
2026-02-20,9.1164722953973,0.0985696819561333,2.156472295397301,13.584731313882752,-1.348947027319214,-1.155475312361809,-0.564249506313245,-1.853281446744428,-1.0273231317450415,0.6336629757694268,0.6603222617482473,-0.0194409951894141,-0.0220990479412057
2026-02-21,9.165522015000349,0.0870552148876376,2.2055220150003487,13.269473754742418,-1.2436706575240908,-1.0293227455008438,-0.9576260754323248,-1.8095294607361916,-0.9088513690141544,0.6064116423390529,0.6725865687613602,-0.0489590746358971,-0.0055453449221526
2026-02-22,9.150336810070822,0.0791823123540105,2.1903368100708223,13.460978319431774,-1.276262959019658,-0.9339381584805568,-0.7110588037844066,-1.6932137330551824,-0.8032317181128092,0.6479512446548835,0.7221299292524841,-0.01318861195633,0.0347866647848463
